paper_id,title,authors,year,venue,doi,abstract,keywords,source_db,export_file,is_preprint,version_group_id
d3fd0f333497,Cryptographic Agility for Real-Time Payment Systems: A Post-Quantum Architecture and Performance Evaluation,Soma Kiran; Kumar Nellipudi,2025,Journal of Information Systems Engineering & Management,10.52783/jisem.v10i60s.13171,"Quantum computing creates major problems for already in place cryptographic systems supporting real-time payment networks, which manage great daily transaction volumes while upholding strict performance and security criteria. Financial institutions need strong solutions for moving from present cryptographic techniques to quantum-resistant ones without upsetting essential payment processes. A novel architectural approach has been developed that facilitates dynamic cryptographic algorithm deployment through modular system design, centralized policy management, and dual-algorithm operational capabilities supporting both traditional and quantum-resistant cryptographic methods simultaneously. Extensive testing reveals that quantum-resistant cryptographic algorithms can be deployed in live payment environments while meeting established performance benchmarks for transaction speed and system throughput. The solution addresses key deployment challenges, including system integration difficulties, cross-platform compatibility issues, scalable key management infrastructure, and adherence to financial regulations, through structured implementation approaches and innovative system design. Findings demonstrate that payment systems equipped with flexible cryptographic capabilities can withstand quantum computing threats while maintaining the high-performance standards required by contemporary financial operations.",Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
b54a8c0b0e26,The Novums of Fiscalmancy: Speculative Finance and Speculative Fiction in Ian McDonald's The Dervish House,H. O’Connell,2019,CR : : The New Centennial Review,10.14321/crnewcentrevi.19.1.0129,"What happens to speculative fiction (sf) under a perpetual winter of financial crisis? If, as John Rieder (2008) and Istvan Csicsery-Ronay Jr. (2003) have argued, sf’s advent is coterminous with and ideologically pinned to the rise of imperialism, its development also takes place from within the regime of productive, Fordist capitalism. Sf’s technological novums—from the Nautilus to the time machine, faster than light engines to robots, quantum computing to nanotechnology—bare this imprint of production’s dominance. But what happens to sf as the mode of production shifts from the material to the immaterial, from the dominance of the commodity form to the dominance of",History; Economics; Business,semantic_scholar,api_search_semantic_scholar.json,0,
df8c7213a65b,"Comprehensive Review of Quantum Computing: Analyzing Computational Frameworks, Emerging Technologies, Applications, and Challenges in the
Quantum Era",Aruna Rani; S. Kour; Ravinder Kumar,2025,Recent Advances in Computer Science and Communications,10.2174/0126662558381283250715110734,"

Quantum computing, built on the principles of quantum mechanics, has emerged as
a transformative paradigm with the potential to revolutionize computational capabilities, enabling
solutions to problems that are currently intractable for classical systems Quantum computing
integrates hardware, architectures, and software for improved applications while utilizing
superposition, entanglement, and interference to promote materials science, cryptography, optimization,
and artificial intelligence. Sections introduce and describe the model components
needed in order to create quantum processors, including qubits, quantum gates and control
electronics, as well as a review of new developments in quantum software frameworks and
programming tools. Notable examples, such as Shor’s algorithm for cryptographic caveat,
Grover’s algorithm for inefficient search processes, and quantum-enhanced optimization, illuminate
the position of quantum computing as a means of tackling tough problems that span
disciplines, such as pharmaceuticals, predictors of climate, and finance modeling. However,
the field continues to face significant challenges, like limited scalability, quantum gate error
rates, qubit coherence times, and difficulties integrating with classical systems. Future efforts
will focus on developing hybrid quantum-classical systems, scalable architectures, and industry-
specific applications to transition quantum computing from exploration to practical deployment.
This review provides a comprehensive analysis of quantum computing, covering its
potential, trends, and challenges, while exploring hardware-software integration, classicalquantum
comparisons, and insights to guide research and industry in unlocking its revolutionary
possibility.
",Computer Science; Physics,semantic_scholar,api_search_semantic_scholar.json,0,
25d229249c90,A Hybrid Model of Primary Ensemble Empirical Mode Decomposition and Quantum Neural Network in Financial Time Series Prediction,Cai-feng Wang; Yukun Yang; Linlin Xu; A. Wong,2023,Fluctuation and Noise Letters,10.1142/s0219477523400060,"Financial time series are nonlinear, volatile and chaotic. Inspired by quantum computing, this paper proposed a new model, called primary ensemble empirical mode decomposition combined with quantum neural network (PEEMD-QNN) in predicting the stock index. PEEMD-QNN takes the advantages of the PEEMD which retains the main component of modal component and QNN. To demonstrate that our PEEMD-QNN model is robust, we used the new model to predict six major stock index time series in China at a specific time. Detailed experiments are implemented for both of the proposed prediction models, in which empirical mode decomposition combined with QNN (EMD-QNN), QNN and BP neural network are compared. The results demonstrate that the proposed PEEMD-QNN model has higher accuracy than BP neural network, QNN model and EMD-QNN model in stock market prediction.",Computer Science; Physics,semantic_scholar,api_search_semantic_scholar.json,0,
b8634b9c1184,A predictive analytics model for banking fraud detection: Solving real-time challenges in customer safety and financial security,Bamidele Michael Omowole; Hope Ehieghe Omokhoa; Ibidapo Abiodun Ogundeji; Godwin Ozoemenam Achumie,2025,Gulf Journal of Advance Business Research,10.51594/gjabr.v3i2.106,"The rise in banking fraud has highlighted the critical need for robust and efficient fraud detection systems that ensure customer safety and financial security. Existing methods often struggle to address real-time detection challenges due to limitations in scalability, accuracy, and response time. This study proposes a predictive analytics model leveraging advanced machine learning (ML) algorithms and real-time data processing to enhance fraud detection capabilities in the banking sector. The model is designed to solve key challenges, including the identification of fraudulent activities, minimizing false positives, and ensuring scalability for large transaction volumes. The model integrates supervised and unsupervised ML techniques, such as decision trees, neural networks, and clustering algorithms, to analyze patterns and detect anomalies indicative of fraudulent transactions. A feature engineering pipeline optimizes data preprocessing, while real-time detection is achieved through distributed computing frameworks like Apache Spark. Additionally, the model incorporates explainable AI (XAI) components to ensure transparency and build trust among stakeholders. Key performance metrics, including detection accuracy, false positive rate, and system latency, were evaluated using a hybrid dataset comprising real-world and synthetic banking transactions. The results demonstrate significant improvements in fraud detection accuracy, with reduced false positives and enhanced scalability to handle high transaction volumes. Moreover, the model includes adaptive learning mechanisms that enable continuous improvement by updating fraud detection algorithms based on evolving fraud patterns. This research contributes to the field of banking security by providing a scalable, transparent, and efficient fraud detection solution. It emphasizes the importance of real-time processing, adaptive learning, and stakeholder trust in mitigating banking fraud. The study concludes by discussing practical implications for implementing the model in financial institutions and outlines future directions for integrating emerging technologies such as blockchain and quantum computing to further enhance banking fraud prevention systems. 
Keywords: Predictive Analytics, Fraud Detection, Banking Security, Machine Learning, Real-Time Processing, Customer Safety, Financial Security, Explainable AI, Anomaly Detection, Adaptive Learning, Distributed Computing, Transaction Monitoring, Quantum Computing.",Computer Science; Business,semantic_scholar,api_search_semantic_scholar.json,0,
c6d03068fd05,QFNN-FFD: Quantum Federated Neural Network for Financial Fraud Detection,Nouhaila Innan; Alberto Marchisio; Muhammad Shafique; Mohamed Bennai,2024,2025 IEEE International Conference on Quantum Software (QSW),10.1109/QSW67625.2025.00015,"This work introduces a Quantum Federated Neural Network for Financial Fraud Detection (QFNNFFD), an advanced framework merging Quantum Machine Learning (QML) and quantum computing with Federated Learning (FL) for financial fraud detection. Using quantum technologies' computational power and the robust data privacy protections offered by FL, QFNN-FFD emerges as a secure and efficient method for identifying fraudulent transactions within the financial sector. Implementing a dual-phase training model across distributed clients enhances data integrity and enables superior performance metrics, achieving precision rates consistently above 95%. Additionally, QFNN-FFD demonstrates exceptional resilience by maintaining an impressive 80% accuracy, highlighting its robustness and readiness for real-world applications. This combination of high performance, security, and robustness against noise positions QFNN-FFD as a transformative advancement in financial technology solutions and establishes it as a new approach for privacy-focused fraud detection systems. This framework facilitates the broader adoption of secure, quantum-enhanced financial services and inspires future innovations that could use QML to tackle complex challenges in other areas requiring high confidentiality and accuracy.",Computer Science; Physics; Economics; Computer Science; Business,semantic_scholar,api_search_semantic_scholar.json,0,
640c48cef778,Evolving objective function for improved variational quantum optimization,Ioannis Kolotouros; P. Wallden,2021,Physical Review Research,10.1103/PhysRevResearch.4.023225,"A promising approach to useful computational quantum advantage is to use variational quantum algorithms for optimisation problems. Crucial for the performance of these algorithms is to ensure that the algorithm converges with high probability to a near-optimal solution in a small time. In Barkoutsos et al (Quantum 2020) an alternative class of objective functions, called Conditional Value-at-Risk (CVaR), was introduced and it was shown that they perform better than standard objective functions. Here we extend that work by introducing an evolving objective function, which we call Ascending-CVaR and that can be used for any optimisation problem. We test our proposed objective function, in an emulation environment, using as case-studies three different optimisation problems: Max-Cut, Number Partitioning and Portfolio Optimisation. We examine multiple instances of different sizes and analyse the performance using the Variational Quantum Eigensolver (VQE) with hardware-efficient ansatz and the Quantum Approximate Optimization Algorithm (QAOA). We show that Ascending-CVaR in all cases performs better than standard objective functions or the""constant""CVaR of Barkoutsos et al (Quantum 2020) and that it can be used as a heuristic for avoiding sub-optimal minima. Our proposal achieves higher overlap with the ideal state in all problems, whether we consider easy or hard instances -- on average it gives up to ten times greater overlap at Portfolio Optimisation and Number Partitioning, while it gives an 80% improvement at Max-Cut. In the hard instances we consider, for the number partitioning problem, standard objective functions fail to find the correct solution in almost all cases, CVaR finds the correct solution at 60% of the cases, while Ascending-CVaR finds the correct solution in 95% of the cases.",Physics; Physics; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
c362aba30559,Quantum-Enhanced Artificial Intelligence: Framework for Hybrid Computing and Natural Language Processing,R. Ireddy,2025,International Journal For Multidisciplinary Research,10.36948/ijfmr.2025.v07i05.69408,"The convergence of quantum computing and artificial intelligence represents a paradigm shift in computational capability, enabling solutions to previously intractable optimization problems, accelerated machine learning training, and enhanced natural language understanding through quantum state exploitation. This paper presents a comprehensive framework encompassing five distinct quantum artificial intelligence architectures: Quantum Machine Learning utilizing quantum circuit-based training and inference, Quantum-Inspired AI implementing quantum algorithmic principles on classical hardware, Hybrid Quantum-Classical AI leveraging collaborative processing between central processing units and quantum processing units, Quantum Optimization AI for solving complex combinatorial problems, and Quantum Natural Language Processing exploiting quantum superposition for semantic reasoning. The quantum machine learning architecture implements variational quantum eigensolvers and quantum kernel methods for feature space transformation, achieving exponential speedup in specific classification tasks. The quantum-inspired approach applies tensor network decomposition and quantum annealing simulation on classical systems, demonstrating polynomial speedup for optimization problems. The hybrid quantum-classical framework orchestrates workload partitioning between conventional processors and quantum accelerators through dynamic task allocation algorithms, optimizing for quantum circuit depth and classical preprocessing overhead. Quantum optimization leverages quantum annealing and quantum approximate optimization algorithms for solving large-scale combinatorial problems in logistics, finance, and molecular simulation. Quantum natural language processing implements quantum word embeddings in Hilbert space, enabling superposition-based semantic analysis with logarithmic dimensional complexity compared to classical word vector representations. This research establishes theoretical foundations and architectural blueprints for quantum-enhanced artificial intelligence systems, positioning quantum computing as a transformative technology for next-generation machine learning, optimization, and cognitive computing applications.",Computer Science; Linguistics; Physics,semantic_scholar,api_search_semantic_scholar.json,0,
5f3d1421cca3,"Federated Learning: Attacks and Defenses, Rewards, Energy Efficiency: Past, Present and Future",Dimitris Karydas; Helen C. Leligou,2024,WSEAS Transactions on Computers,10.37394/23205.2024.23.10,"Federated Learning (FL) was first introduced as an idea by Google in 2016, in which multiple devices jointly train a machine learning model without sharing their data under the supervision of a central server. This offers big opportunities in critical areas like healthcare, industry, and finance, where sharing information with other organizations’ devices is completely prohibited. The combination of Federated Learning with Blockchain technology has led to the so-called Blockchain Federated learning (B.F.L.) which operates in a distributed manner and offers enhanced trust, improved security and privacy, improved traceability and immutability and at the same time enables dataset monetization through tokenization. Unfortunately, vulnerabilities of the blockchain-based solutions have been identified while the implementation of blockchain introduces significant energy consumption issues. There are many solutions that also offer personalized ideas and uses. In the field of security, solutions such as security against model-poisoning backdoor assaults with poles and modified algorithms are proposed. Defense systems that identify hostile devices, Against Phishing and other social engineering attack mechanisms that could threaten current security systems after careful comparison of mutual systems. In a federated learning system built on blockchain, the design of reward mechanisms plays a crucial role in incentivizing active participation. We can use tokens for rewards or other cryptocurrency methods for rewards to a federated learning system. Smart Contracts combined with proof of stake with performance-based rewards or (and) value of data contribution. Some of them use games or game theory-inspired mechanisms with unlimited uses even in other applications like games. All of the above is useless if the energy consumption exceeds the cost of implementing a system. Thus, all of the above is combined with algorithms that make simple or more complex hardware and software adjustments. Heterogeneous data fusion methods, energy consumption models, bandwidth, and controls transmission power try to solve the optimization problems to reduce energy consumption, including communication and compute energy. New technologies such as quantum computing with its advantages such as speed and the ability to solve problems that classical computers cannot solve, their multidimensional nature, analyze large data sets more efficiently than classical artificial intelligence counterparts and the later maturity of a technology that is now expensive will provide solutions in areas such as cryptography, security and why not in energy autonomy. The human brain and an emerging technology can provide solutions to all of the above solutions due to the brain's decentralized nature, built-in reward mechanism, negligible energy use, and really high processing power In this paper we attempt to survey the currently identified threats, attacks and defenses, the rewards and the energy efficiency issues of BFL in order to guide the researchers and the designers of FL based solution to adopt the most appropriate of each application approach.",Computer Science; Engineering; Environmental Science,semantic_scholar,api_search_semantic_scholar.json,0,
c945ded90aa0,Efficient option pricing with unary-based photonic computing chip and generative adversarial learning,Hui Zhang; Lingxiao Wan; Sergi Ramos-Calderer; Yuancheng Zhan; Wai-Keong Mok; Hong Cai; F. Gao; Xianshu Luo; Guo-qiang Lo; L. Kwek; J. Latorre; A. Liu,2023,Photonics Research,10.1364/PRJ.493865,"In the modern financial industry system, the structure of products has become more and more complex, and the bottleneck constraint of classical computing power has already restricted the development of the financial industry. Here, we present a photonic chip that implements the unary approach to European option pricing, in combination with the quantum amplitude estimation algorithm, to achieve a quadratic speedup compared to classical Monte Carlo methods. The circuit consists of three modules: a module loading the distribution of asset prices, a module computing the expected payoff, and a module performing the quantum amplitude estimation algorithm to introduce speed-ups. In the distribution module, a generative adversarial network is embedded for efficient learning and loading of asset distributions, which precisely capture the market trends. This work is a step forward in the development of specialized photonic processors for applications in finance, with the potential to improve the efficiency and quality of financial services.",Physics; Computer Science; Economics; Computer Science; Physics,semantic_scholar,api_search_semantic_scholar.json,0,
ecf87b73ad49,"Revisiting Stablecoins: Regulation, Risk, and Their Role in Enhancing the Competitiveness of an Investment Portfolio","Rosario J. Girasa; Carol C. Huang; Chris, C Hsu; Emilio Collar",2025,International Journal of Global Business and Competitiveness,10.1007/s42943-025-00133-w,,Business; Law; Economics,semantic_scholar,api_search_semantic_scholar.json,0,
d693907fdb0c,Improving Variational Quantum Optimization using CVaR,P. Barkoutsos; G. Nannicini; A. Robert; I. Tavernelli; Stefan Woerner,2019,Quantum,10.22331/Q-2020-04-20-256,"Hybrid quantum/classical variational algorithms can be implemented on noisy intermediate-scale quantum computers and can be used to find solutions for combinatorial optimization problems. Approaches discussed in the literature minimize the expectation of the problem Hamiltonian for a parameterized trial quantum state. The expectation is estimated as the sample mean of a set of measurement outcomes, while the parameters of the trial state are optimized classically. This procedure is fully justified for quantum mechanical observables such as molecular energies. In the case of classical optimization problems, which yield diagonal Hamiltonians, we argue that aggregating the samples in a different way than the expected value is more natural. In this paper we propose the Conditional Value-at-Risk as an aggregation function. We empirically show -- using classical simulation as well as quantum hardware -- that this leads to faster convergence to better solutions for all combinatorial optimization problems tested in our study. We also provide analytical results to explain the observed difference in performance between different variational algorithms.",Computer Science; Physics; Physics; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
7bd93e22075e,Quantum computing impact of cybersecurity identity verification measures on WhatsApp resilient infrastructure,JosephNg Poh Soon; Nair Preeta; K. Praveen; Kok Yew; Phan Koo Yuen,2024,International Journal of Advances in Applied Sciences,10.11591/ijaas.v13.i4.pp840-849,"This study investigates the impact and implications of implementing cybersecurity identity verification on the popular instant messaging platform, WhatsApp. Specifically, it focuses on the effects of such a measure on resilient infrastructure, user perceptions of the platform's branding and trustworthiness, and the cost-effectiveness of this approach in preventing scams, phishing, fraud, and cybercrime. Empirical data collected from a diverse group of WhatsApp users highlight that the introduction of identity verification could potentially enhance transaction efficiency, foster trust, and boost user satisfaction, particularly regarding the platform's security. However, the cost and complexity of implementation pose significant challenges. Despite these hurdles, most users perceive the potential benefits to outweigh the associated costs, pointing to a broad acceptance of such security measures. The study provides practical and theoretical contributions, offering valuable insights for managers and decision-makers at WhatsApp, as well as contributing to academic discussions on digital platform management and security. The research also underscores the societal implications of such a measure, suggesting an increase in trust in digital communication platforms and supporting safer financial transactions on social media. The integration of identity verification on WhatsApp being a responsive institution emerges as a valuable but complex endeavor, demanding careful planning to ensure maximum value creation for all stakeholders.",Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
1741b5307653,Enhancing online security using selective DOM approach to counter phishing attacks,K. Nirmal; B. Janet; Rajagopal Kumar,2019,Concurrency and Computation,10.1002/cpe.5525,"Today's computer era has paved the way for innovations like self‐driving cars, quantum computing, and other ingenious advancements. As technology advances at a rapid pace, some issues yet remain unresolved. One of the issues is phishing, which dates back to the 1980s. Phishing is an art used by cybercriminals from the 1980s until to date targeting online users to harvest financial, confidential, and other sensitive information. The art and the methodologies used by cybercriminals have not evolved much from the AOL (American online) heydays. However, the counter mechanisms to defeat phishing have undergone considerable changes over the past two decades. Although sophisticated antiphishing systems are in place, statistics shows that phishing is a major threat. Our practical research proves that one of the state‐of‐the‐art antiphishing systems can be bypassed using simple techniques. The research further demonstrates why today's antiphishing mechanisms fail and the need for a novel mechanism that will identify the authenticity of the website. In this manuscript, an antiphishing algorithm, PhishSec (PH‐Sec), is introduced. PhishSec will not consider the URL of the website as the primary factor to determine the authenticity, rather take a reverse approach where the URL of the website is derived by analyzing the content of the visited website to establish its authenticity. To accomplish this, the HTML DOM (document object model) of a given web page on load is considered. This manuscript quotes the research results of the analysis of a state‐of‐the‐art antiphishing system along with the introduced algorithm to counter‐attack phishing. The introduced system detects phishing attacks with 99.21% of accuracy.",Computer Science; Computer Science,semantic_scholar,api_search_semantic_scholar.json,0,
